Board
MasterBarcode,InspectionDateTime,PCBResult,Side,InspectionStartTime
PIR22606020020T,2026-06-02 11:43:47,PASS,Top,11:43:38
Panel
PanelInspectionStartTime,PanelInspectionDate,PanelResult
11:43:38,2026-06-02,GOOD
11:43:38,2026-06-02,GOOD
11:43:38,2026-06-02,GOOD
11:43:38,2026-06-02,PASS
11:43:38,2026-06-02,GOOD
11:43:38,2026-06-02,PASS
