Board
MasterBarcode,InspectionDateTime,PCBResult,Side,InspectionStartTime
PIR22606020290T,2026-06-02 11:50:53,NG,Top,11:50:44
Panel
PanelInspectionStartTime,PanelInspectionDate,PanelResult
11:50:44,2026-06-02,GOOD
11:50:44,2026-06-02,GOOD
11:50:44,2026-06-02,GOOD
11:50:44,2026-06-02,GOOD
11:50:44,2026-06-02,GOOD
11:50:44,2026-06-02,NG
