Board
MasterBarcode,InspectionDateTime,PCBResult,Side,InspectionStartTime
PIR22605111322,2026-06-02 11:41:24,PASS,Top,11:41:15
Panel
PanelInspectionStartTime,PanelInspectionDate,PanelResult
11:41:15,2026-06-02,GOOD
11:41:15,2026-06-02,GOOD
11:41:15,2026-06-02,GOOD
11:41:15,2026-06-02,PASS
11:41:15,2026-06-02,GOOD
11:41:15,2026-06-02,GOOD
