Board
MasterBarcode,InspectionDateTime,PCBResult,Side,InspectionStartTime
PIR22606020596T,2026-06-02 11:22:20,NG,Top,11:22:11
Panel
PanelInspectionStartTime,PanelInspectionDate,PanelResult
11:22:11,2026-06-02,GOOD
11:22:11,2026-06-02,GOOD
11:22:11,2026-06-02,GOOD
11:22:11,2026-06-02,NG
11:22:11,2026-06-02,GOOD
11:22:11,2026-06-02,NG
