Board
MasterBarcode,InspectionDateTime,PCBResult,Side,InspectionStartTime
PIR22606020716T,2026-06-02 11:10:28,PASS,Top,11:10:19
Panel
PanelInspectionStartTime,PanelInspectionDate,PanelResult
11:10:19,2026-06-02,GOOD
11:10:19,2026-06-02,GOOD
11:10:19,2026-06-02,GOOD
11:10:19,2026-06-02,PASS
11:10:19,2026-06-02,GOOD
11:10:19,2026-06-02,GOOD
