Board
MasterBarcode,InspectionDateTime,PCBResult,Side,InspectionStartTime
PIR22606020818T,2026-06-02 11:49:25,NG,Top,11:49:16
Panel
PanelInspectionStartTime,PanelInspectionDate,PanelResult
11:49:16,2026-06-02,GOOD
11:49:16,2026-06-02,NG
11:49:16,2026-06-02,GOOD
11:49:16,2026-06-02,GOOD
11:49:16,2026-06-02,GOOD
11:49:16,2026-06-02,GOOD
